name,type
Lychee Kush,Hybrid
Peaches,Hybrid
Socal Master Kush,Hybrid
Gonzo #2,Hybrid
Scooby-Doo,Hybrid
Costa Rican Landrace,Hybrid
Infinite Euphoria,Hybrid
Infinity Bud,Hybrid
Indica 50,Hybrid
Crystal Storm,Hybrid
Euphoria Unlimited,Hybrid
Pink Plant (Pink Panther),Hybrid
High Level,Hybrid
TNT Kush,Hybrid
Jackpot,Hybrid
Hawaiian Pineapple,Hybrid
San Fernando Valley OG (SFV OG),Hybrid
Ghost OG,Hybrid
Crystal Queen,Hybrid
F1 / Durban Poison,Hybrid
F1,Hybrid
Dutch Crunch,Hybrid
Blue Lightning,Hybrid
LowBerry,Hybrid
Jack Dawg,Hybrid
Flat Top Purple,Hybrid
Fortune Cookies,Hybrid
LA Cannalope,Hybrid
BlueG,Hybrid
Afgoo (Afgooey / Afghooey),Hybrid
Amethyst Bud,Hybrid
Apocalypse,Hybrid
Belladonna,Hybrid
Black Goo,Hybrid
Black Mamba CBD,Hybrid
Big Skunk Korean,Hybrid
Afghani-Hawaiian,Hybrid
Blue Rocket,Hybrid
Blue Thunder 13,Hybrid
Blue Velvet,Hybrid
Bubblegum,Hybrid
Buddha,Hybrid
Starfighter F2 x Skywalker OG,Hybrid
Starfighter F2 x Pre98 Bubba Kush,Hybrid
D.P.D. x (Whitefire x Tahoe Alien),Hybrid
D.P.D x Skywalker OG,Hybrid
Red Hindu Kush,Hybrid
Family Vault Purple,Hybrid
Garberville Purple Kush,Hybrid
Spyrock Blueberry,Hybrid
Engineers Dream,Hybrid
Sour OG Grapefruit,Hybrid
Cinderella 99 (C99),Hybrid
Condoleeza,Hybrid
DNL,Hybrid
DSD,Hybrid
Five O,Hybrid
Ghaze,Hybrid
Glass Slipper,Hybrid
Great White Shark (Peacemaker),Hybrid
Legends Ultimate Indica (LUI),Hybrid
Lemon OG Kush,Hybrid
Lemon Skunk (DNA),Hybrid
Ortega C99,Hybrid
Princess,Hybrid
Rfk,Hybrid
Rosebud,Hybrid
Rosetta Stone,Hybrid
S.A.G.E.,Hybrid
Shiskeberry (Shiskaberry),Hybrid
Shit,Hybrid
Shiva Shanti II,Hybrid
Silver Spice,Hybrid
Sour Saver,Hybrid
Strawberry Spice,Hybrid
Stonehedge,Hybrid
Sudden Impact,Hybrid
Sugar Blossoms,Hybrid
Sugar Klingon,Hybrid
Super Haze,Hybrid
Super Silver Haze (SSH),Hybrid
Star Gazer (Stargazer),Hybrid
T.N.T.,Hybrid
Trc Devestator,Hybrid
Trc Devestation,Hybrid
Trc Tarantula,Hybrid
Trc Texas Mystic,Hybrid
The Pure,Hybrid
The Real McCoy,Hybrid
Tropicana #1,Hybrid
Agent 99,Hybrid
Blue Coral,Hybrid
CBD Amnesia SSH,Hybrid
SFV OG x Blue Dream,Hybrid
Pineapple Raspberry,Hybrid
Mango Trainwreck,Hybrid
Chocolate Covered Bananas,Hybrid
Star Wreck,Hybrid
Uber Candy Haze,Hybrid
Ultimate Moonshine,Hybrid
Mikado,Hybrid
Chocolope (D-line),Hybrid
BC Blueberry,Hybrid
The Purps,Hybrid
Amsterdam Flame,Hybrid
Arctic Sun,Hybrid
Bahia Black Head,Hybrid
BC Big Bud,Hybrid
Bubble Berry,Hybrid
Burmese Kush (BuKu),Hybrid
CannaSutra (Canna Sutra),Hybrid
Early Sativa,Hybrid
F-13,Hybrid
Granddaddy Purple (GDP),Hybrid
Hash Plant (Sensi),Hybrid
Ice (Paradise),Hybrid
Kaya,Hybrid
K.C. 36 ,Hybrid
K.C. 45,Hybrid
Matanuska Tundra (ATF),Hybrid
Max 49,Hybrid
Nebula (Starcloud),Hybrid
Niagara,Hybrid
Silver Blue,Hybrid
Somaui,Hybrid
Special K,Hybrid
Sweet Purple,Hybrid
Ultra Skunk,Hybrid
Venus,Hybrid
Wappa,Hybrid
Cannabis Chinensis,Hybrid
4077 Med Leaf,Hybrid
AAA,Hybrid
Afghani No. 1,Hybrid
Akorn (Snowbud),Hybrid
Alaskan Matanuska Thunderfuck,Hybrid
White Chocolate (Albino HP13),Hybrid
Alder Point,Hybrid
Amsterdam Gold,Hybrid
Big Fatty,Hybrid
Bizarre,Hybrid
Black Finger,Hybrid
Blood Sativa,Hybrid
Blue Burmese,Hybrid
Bullrider,Hybrid
California Desert Sativa,Hybrid
LA Sweet,Hybrid
Terpenator Tea Tree,Hybrid
Marionberry Creamer,Hybrid
Lemonade Terpenator,Hybrid
Gasoline Purps,Hybrid
Sour Daddy Biofuel,Hybrid
Devil Licious,Hybrid
Coal Trained,Hybrid
Sour Dog Biofuel BX2,Hybrid
Stinky Pete,Hybrid
Cristallica,Hybrid
Diamond Leaf,Hybrid
Dr. Kevorkian OG,Hybrid
Early Cal,Hybrid
Early Durban,Hybrid
G-13 (G13),Hybrid
Garberville,Hybrid
Hash Plant #14,Hybrid
Herouana,Hybrid
Hogsbreath,Hybrid
Honeydew,Hybrid
HP13 (Hash Plant #13),Hybrid
Humboldt Treetop,Hybrid
K2,Hybrid
Kona Bud,Hybrid
Hawaiian Lady,Hybrid
Magic Kush,Hybrid
Merry Crystal,Hybrid
Molokai Yellow,Hybrid
Mystique,Hybrid
Nigerian Silk,Hybrid
Northern Lights #6,Hybrid
Oregon Big Bud,Hybrid
Oregon Gold,Hybrid
Maui Super Skunk,Hybrid
Puna Budda (Budha),Hybrid
Purple Humboldt,Hybrid
Purple Pinocchio,Hybrid
Queen,Hybrid
Redway Redeye,Hybrid
Shiva Shanti,Hybrid
Skunk No. 1,Hybrid
Skunk Passion,Hybrid
Stinky Pinky,Hybrid
Strawberry Web,Hybrid
Super Shiva,Hybrid
Swahili,Hybrid
Thai Tanic,Hybrid
Waiile Bud,Hybrid
White Lady,Hybrid
A-K,Hybrid
Acapulco Gold Landrace,Hybrid
Afghan Delight,Hybrid
Afghani Orange,Hybrid
Afghani Special,Hybrid
Afghani Wonder,Hybrid
All Green,Hybrid
Alpha 13,Hybrid
Amarelo Brazilian Landrace,Hybrid
Amazonia,Hybrid
Amnesia 99,Hybrid
A.M.S.,Hybrid
Amsterdam Bubblegum,Hybrid
Apollo GF4,Hybrid
Apollo Mist,Hybrid
Astro Boy,Hybrid
Aurora,Hybrid
Australian Blue,Hybrid
Baked Alaska,Hybrid
Congo (Bangi),Hybrid
Basic 5 (Basic #5),Hybrid
Basic Diesel,Hybrid
BC Albino Rhino,Hybrid
BC Big Bang,Hybrid
B.C. Biker Bud,Hybrid
BC Blue #1,Hybrid
BC Purple Star,Hybrid
BC Sweet God,Hybrid
BC Timewarp,Hybrid
Beauty And The Beast,Hybrid
Bella Ciao,Hybrid
Belizean Sativa,Hybrid
Berry Blaster,Hybrid
Berry Bolt,Hybrid
Snowtracks,Hybrid
Girl Time,Hybrid
Mystery Machine,Hybrid
J1 Sour Dream,Hybrid
Royal Luma,Hybrid
Tranquilo,Hybrid
La Uva Loca,Hybrid
Diesel Dream,Hybrid
Ohana,Hybrid
Berry Bud,Hybrid
Berry OG Kush,Hybrid
Biddy Early,Hybrid
Big Buddha Blue Cheese,Hybrid
Big Buddha Cheese,Hybrid
Big Thunder,Hybrid
Big Treat,Hybrid
Bitchin Blue,Hybrid
Black Cherry Soda,Hybrid
Blue Alaskan,Hybrid
Blue Grape #1,Hybrid
Blue Kronic,Hybrid
Blue Moon Rocks (B.M.R.),Hybrid
Blue Pearl,Hybrid
Bluebottle,Hybrid
Bluez Cluez,Hybrid
Bottle Rocket,Hybrid
Mr. Swiss,Hybrid
Burmaberry,Hybrid
Burmese Pure,Hybrid
Bushdoctor,Hybrid
Bushmans,Hybrid
Butterscotch Hawaiian,Hybrid
C-Plus (C+),Hybrid
Cali Miss,Hybrid
Calizahr,Hybrid
Calvin,Hybrid
Calyxxx,Hybrid
Canela,Hybrid
Celestial Temple Sativa,Hybrid
Chemo Grizzly,Hybrid
Chemota Dragon,Hybrid
Cherry Bomb #2,Hybrid
Chrystal (crystal),Hybrid
Cloud #7,Hybrid
Chongo,Hybrid
Viuda Blanca,Hybrid
Kamikhaze,Hybrid
Hielo,Hybrid
Double Cheese,Hybrid
Critical Haze (Venus Genetics),Hybrid
Cheeskaberry,Hybrid
AKtombe,Hybrid
Thai-Mex,Hybrid
Mighty Speed,Hybrid
Masa Critica,Hybrid
Manhiole,Hybrid
Somalicious,Hybrid
Burning Bush,Hybrid
Dream Girl,Hybrid
King Congo,Hybrid
Ciskei,Hybrid
Congo Pointe Noire,Hybrid
Farkle,Hybrid
Strange Love,Hybrid
Tahoe Dream,Hybrid
Cripple Creek,Hybrid
Critical Hash,Hybrid
Crystal Paradise,Hybrid
The Crystal Ship,Hybrid
Cujo,Hybrid
Danny Boy,Hybrid
Durban,Hybrid
FourPlay,Hybrid
Fruity Juice (Juicy Fruit),Hybrid
Fuma con Dios,Hybrid
Guerilla,Hybrid
Pineapple Tahoe,Hybrid
Master Diesel,Hybrid
Agent Orange x Raspberry Kush,Hybrid
Agent Orange x Berry White,Hybrid
Frosted Flakes,Hybrid
Vanilla Frost,Hybrid
Vanilla Haze,Hybrid
Headband Diesel (Daywrecker),Hybrid
Herijuana (Woodhorse),Hybrid
Himalaya Gold,Hybrid
Island Sweet Skunk (ISS),Hybrid
Jilly Bean (Jillybean),Hybrid
K.C. 33,Hybrid
Killer New Haven,Hybrid
Kranial Krush,Hybrid
L.S.D. (BOG Seeds),Hybrid
Lebanese Landrace,Hybrid
Lone Range,Hybrid
Pineapple Hogsbreath,Hybrid
Dream Potion,Hybrid
Island Wreck,Hybrid
New Blue Line,Hybrid
Champagne Cookies,Hybrid
Dawg Biscuits,Hybrid
Yoda x Death Star OG,Hybrid
Hardcore Glue,Hybrid
Lemon Lime,Hybrid
Matanuska Mint (Mist),Hybrid
MCW (Mighty Chemo Widow),Hybrid
Mervillle Blueberry,Hybrid
Nigerian Landrace,Hybrid
Ole 47,Hybrid
Orange Peako Cambodian,Hybrid
Orient Express (ace),Hybrid
Pakistani Landrace,Hybrid
"Passion #1 (Purple Passion, Amstel Gold)",Hybrid
Phnom Phen,Hybrid
Pink Candy,Hybrid
Pink Widow,Hybrid
Platinum ,Hybrid
Pollypak,Hybrid
Potent Purple,Hybrid
Power House,Hybrid
Princess 50,Hybrid
Princess 75,Hybrid
Puna Budder,Hybrid
Purple Czar,Hybrid
Purple Lightning,Hybrid
Pyramid,Hybrid
Quick Mist Diesel,Hybrid
Raccoon (Rocky),Hybrid
Red Devil,Hybrid
Red Horse,Hybrid
Red Sativa,Hybrid
Red Widow,Hybrid
Redhaired Sonja,Hybrid
Reefer Madness,Hybrid
Remus,Hybrid
Renatta,Hybrid
Rheingold,Hybrid
Rock Bud,Hybrid
Romberry,Hybrid
Romulan Haze,Hybrid
Royal Hawaiian,Hybrid
Gelato #23,Hybrid
Jager Frost,Hybrid
Mystery Haze,Hybrid
Lemon Lotus,Hybrid
Chemband Tangie,Hybrid
Ru-pa,Hybrid
Ruderalis Sativa,Hybrid
SabreTooth,Hybrid
Sacra Frasca,Hybrid
Sadhu,Hybrid
SandStorm,Hybrid
Sangoma,Hybrid
Sanug,Hybrid
Sapphire Star,Hybrid
Schnazzleberry,Hybrid
Senor Garcia,Hybrid
Sensitron,Hybrid
Shagadelic,Hybrid
Shanti Devi,Hybrid
Sharksbreath,Hybrid
Sheherezade,Hybrid
Shenzhou,Hybrid
Shiesel,Hybrid
Shirin Gol,Hybrid
Shirin Mango,Hybrid
Shock,Hybrid
Silver Dream,Hybrid
Silverado,Hybrid
Skunk #5,Hybrid
Skunk Berry,Hybrid
Skunk Haze,Hybrid
Skunk Kush,Hybrid
Skunk Power,Hybrid
Skunkaberry,Hybrid
Skunkberry,Hybrid
Sky Dog,Hybrid
Slyder,Hybrid
Smoka Cola,Hybrid
Smokey Bear,Hybrid
Snow Slyder,Hybrid
Snow White,Hybrid
Somanna (Soma Wide+),Hybrid
Somativa,Hybrid
Sour Mist,Hybrid
Sour Queen,Hybrid
Sour Turbo,Hybrid
Sour Wonder,Hybrid
Southern Lights (White Star),Hybrid
Space Queen F2 (Space Jill),Hybrid
Spacetooth #3,Hybrid
Special Ak,Hybrid
Speed Queen,Hybrid
Speedball,Hybrid
Spellbound,Hybrid
Spice,Hybrid
Spontanica,Hybrid
Sputnik 1.0 (Pinky),Hybrid
Sputnik 2.0,Hybrid
Star Chief,Hybrid
Starlight,Hybrid
Starwalker,Hybrid
Sticky Sista,Hybrid
Stoney Baloney,Hybrid
Stoney High,Hybrid
Sugar Babe,Hybrid
Sugar Baby,Hybrid
Sugar Klingon II,Hybrid
Sugar Loaf,Hybrid
Sugarwarp,Hybrid
Summer Queen,Hybrid
Sunshine #2,Hybrid
Super Afghani,Hybrid
Super Dawg (Giesel),Hybrid
Super Impact,Hybrid
Super Kimo,Hybrid
Super Sativa Plus,Hybrid
Super Silver Spice,Hybrid
Super Star,Hybrid
Swazi Redbeard,Hybrid
Swazi Skunk,Hybrid
Sweet Apollo,Hybrid
Sweet Dreams,Hybrid
Sweet Tooth #1.1,Hybrid
Sweet Treat,Hybrid
Swiss Miss,Hybrid
Swiss-xT,Hybrid
T.N.R (TNR),Hybrid
Taco,Hybrid
Tanzanian Magic,Hybrid
Taskenti,Hybrid
Thai Lights,Hybrid
The Other Crystal Ship,Hybrid
Thumper,Hybrid
Thunder Pearl,Hybrid
Thunderfuck Diesel,Hybrid
Timanfaya Devil,Hybrid
TIMEBOMB,Hybrid
CBDiva,Hybrid
WB OG (Weed Bros. Cut),Hybrid
Candyland V2,Hybrid
ACDC / Stardust,Hybrid
Kendawg,Hybrid
Pink Candy (Dungeons Vault Genetics),Hybrid
O.G. Cake,Hybrid
Bird Dawg OG,Hybrid
Banana Cream Cake,Hybrid
Titan,Hybrid
Top 44,Hybrid
Top Lady,Hybrid
Toxic Blue,Hybrid
Trance,Hybrid
Transkei Green,Hybrid
Tribal Vision,Hybrid
Triple Afghan Slam,Hybrid
Tropical Treat Special,Hybrid
Turtle Power,Hybrid
Twisted Fruit,Hybrid
Ultimate Indoor,Hybrid
Utlimate Peak,Hybrid
Valley Queen,Hybrid
Very White,Hybrid
Viet Combo,Hybrid
Wakeford,Hybrid
Warpberry,Hybrid
White Cinderella,Hybrid
White Crystal,Hybrid
White Flow,Hybrid
White Grizzly,Hybrid
White Himalayan Haze,Hybrid
White K.C.,Hybrid
White Light,Hybrid
White Lightning,Hybrid
White Mr. Nice,Hybrid
White Rose,Hybrid
White Satin,Hybrid
White Star,Hybrid
White Tusk,Hybrid
White Willow,Hybrid
Widow Warrior,Hybrid
Widowrella,Hybrid
Willijuana,Hybrid
Willy Jack,Hybrid
Willy Nelson,Hybrid
Wonder 99,Hybrid
Yarkoum,Hybrid
Yellow Brick Wall,Hybrid
Zargorsk,Hybrid
Zamal,Hybrid
Early Pearl x Northernlight,Hybrid
High-grade,Hybrid
Presidents Choice,Hybrid
Rooi Bart,Hybrid
Zambian Copper,Hybrid
B-52 Bomber,Hybrid
Royal Empress,Hybrid
Strawberry Blonde,Hybrid
Bushman x Superskunk,Hybrid
Redbeard x Superskunk,Hybrid
Superskunk,Hybrid
Pink Grapefruit Cocktail,Hybrid
BC Arctic Sun,Hybrid
BC Champagne,Hybrid
BC Chronic,Hybrid
BC Hash Plant,Hybrid
BC Purple Afghani,Hybrid
Eggmont Outdoor,Hybrid
Redonda Red Hair,Hybrid
Saturna Sativa,Hybrid
Texada Timewarp,Hybrid
UBC Chemo,Hybrid
BOG Bubble,Hybrid
Life Star BX1,Hybrid
Sour Bubble BX3,Hybrid
Sweet Cindy99,Hybrid
Blue Berries,Hybrid
Fast Freddy,Hybrid
Supreme Skunk,Hybrid
True Skunk #1,Hybrid
California Indica,Hybrid
Grimm White Widow,Hybrid
Matanuska Thunder,Hybrid
Sweet Skunk,Hybrid
White Afghani,Hybrid
Annapolis Royal,Hybrid
Bazooka JoeG,Hybrid
Mexican Gold,Hybrid
Northern Light Grand Rouge x Bubblegum,Hybrid
Afghani Landrace,Hybrid
Appalachian Indica,Hybrid
Daggaberry,Hybrid
Hookaberry,Hybrid
Original Blueberry,Hybrid
Pascha,Hybrid
Professional 3-Way,Hybrid
Professional Blueberry,Hybrid
Stormberry,Hybrid
Jungle Juice (Golden State Genetics),Hybrid
Blood Orange Tangie,Hybrid
Orange Pineapple Blast,Hybrid
Lemon Zest,Hybrid
Double Black,Hybrid
Mozzarella,Hybrid
Red Congolese (Gold Crown Seeds),Hybrid
Gold OG,Hybrid
Durban Poison (Gold Crown),Hybrid
White Fuel,Hybrid
Twister,Hybrid
Utopia,Hybrid
Cinderella 99 F2,Hybrid
Lady G,Hybrid
Matanuska Thunder F2,Hybrid
Matanuska Tundra F2,Hybrid
Northern Lights F2,Hybrid
Peak 19 F2,Hybrid
Super Silver Haze F2,Hybrid
Ultimate Peak,Hybrid
Frost Bite,Hybrid
Mental Floss,Hybrid
Schnazzleberry #2,Hybrid
Flodica,Hybrid
Grape Krush,Hybrid
Old Time Moonshine (OTM),Hybrid
True Blueberry,Hybrid
Bubbleberry F2,Hybrid
Red Widow 13,Hybrid
Atomic Haze,Hybrid
Blueberry Jam (Blueberry x NL),Hybrid
Chumaluma,Hybrid
Early Swazi,Hybrid
Malawi Landrace,Hybrid
Millenium Bud,Hybrid
Niagara x Shiva,Hybrid
Swaziland,Hybrid
Y2K,Hybrid
Yieldmaster,Hybrid
Dreamweaver,Hybrid
Isis,Hybrid
Original Flo,Hybrid
Purple#1,Hybrid
Dutch Treat x Hash Plant,Hybrid
Island Skunk,Hybrid
Purple Skunk x Dutch Treat,Hybrid
Hawaiian Sativa x BC Big Bud,Hybrid
Hawaiian Sativa x BC Kush,Hybrid
Hawaiian x Cotton Candy,Hybrid
Hawaiian x Island Sweet Skunk,Hybrid
Island Sweet Skunk x BC Skunk,Hybrid
Island Sweet Skunk x Celestial Temple Sativa,Hybrid
Island Sweet Skunk x Jamaican,Hybrid
Island Sweet Skunk x Purple Shaman,Hybrid
Mikado x BC Kush,Hybrid
Mikado x Celestial Temple Sativa,Hybrid
Purple Shaman,Hybrid
Romulan x 7 of 9,Hybrid
Romulan x BC Kush,Hybrid
Romulan x Celestial Temple Sativa,Hybrid
Romulan x Cotton Candy,Hybrid
Romulan x Hawaiian Sativa,Hybrid
Romulan x Mikado,Hybrid
Romulan x UBC Chemo,Hybrid
Easy Bud,Hybrid
Easy Sativa,Hybrid
Maroc,Hybrid
Northern Light,Hybrid
Skunk Special,Hybrid
Dutch Skunk,Hybrid
California Sunrise,Hybrid
Swazi Safari,Hybrid
The Original Haze,Hybrid
60% Indica / 60% Sativa,Hybrid
Double Purple,Hybrid
Pine Bud x G13,Hybrid
White Himilayan Haze,Hybrid
Bunker Bud,Hybrid
Fast Manitoba x Manitoba Poison,Hybrid
Lethal Purple,Hybrid
Manitoba Poison,Hybrid
Manitoba Poison x Mighty Mite,Hybrid
Alpha Bud,Hybrid
Inca Spirit,Hybrid
Outsider,Hybrid
Ultimate Thai,Hybrid
Afghani Hindu Kush,Hybrid
Bob Marleys Best,Hybrid
Durban Poison Amazing Special,Hybrid
Four Way Special,Hybrid
Northern Pride,Hybrid
Northernlight,Hybrid
Original Big Bud Super Skunk,Hybrid
Original Californian Orange Skunk,Hybrid
Original Hawaiian Maui Wowie Skunk,Hybrid
Original Haze x Skunk,Hybrid
Purple Tops,Hybrid
South African Durban Poison x Skunk,Hybrid
South India x Skunk,Hybrid
Super Thai x Skunk,Hybrid
Swazi X Skunk,Hybrid
White Pearl,Hybrid
Armageddon 47,Hybrid
Californian Orange,Hybrid
Flash Back,Hybrid
Gipsy Haze,Hybrid
DurbOrangePoison,Hybrid
Merry Andrew,Hybrid
Dark Knight,Hybrid
Ultimate Chem SFV,Hybrid
Sour Banana Larry,Hybrid
Banana Dawg,Hybrid
Borderline XTRM,Hybrid
Herijuana Jack 33,Hybrid
Double Cookies OG,Hybrid
Homegrown Kush,Hybrid
Homegrown Purple,Hybrid
Homegrown Skunk,Hybrid
Jah Herer,Hybrid
Kamamist,Hybrid
Northern Light x Shiva,Hybrid
Original Misty,Hybrid
Purple High,Hybrid
Shiva Afghani,Hybrid
Skunk Red Hair,Hybrid
Super Crystal (Super Chrystal),Hybrid
AK-47 x Bubbleberry,Hybrid
Cream Sodica x Peak 19 x AK-47,Hybrid
Early Pearl F2,Hybrid
Mango x Cream Sodica,Hybrid
Mighty Mite x (Peak 19 x AK-47),Hybrid
Northern Berry F2,Hybrid
Original Haze x AK-47,Hybrid
Peak 19 x AK-47,Hybrid
Purple High F2,Hybrid
S.A.G.E. x Blue Rhino,Hybrid
S.A.G.E. x Chronic,Hybrid
S.A.G.E. x Flo,Hybrid
S.A.G.E. x Island Sweet Skunk,Hybrid
S.A.G.E. x L.A. Trainwreck,Hybrid
AK47 F2,Hybrid
AK-47 x Cinderella 99,Hybrid
Apollo 11 F2,Hybrid
Northern Lights x Cinderella 99,Hybrid
Alien x Northern Lights,Hybrid
Bubbleberry x Northern Lights x Bubbleberry,Hybrid
Love Potion #5,Hybrid
Sweet Leaf,Hybrid
Tangerine II,Hybrid
Brasil x K.C.,Hybrid
California Original,Hybrid
Cyber Cristal,Hybrid
Northern Light Special,Hybrid
Ketama Moroccan Landrace,Hybrid
Ultimate Indica,Hybrid
Dreamtime,Hybrid
Walkabout,Hybrid
Romulan x Sweet Skunk,Hybrid
Dream Goddess,Hybrid
B52,Hybrid
Bubblicious,Hybrid
Cal Orange Bud,Hybrid
Early Bud,Hybrid
Early Special,Hybrid
Hawaii x Maui Waui,Hybrid
Hawaii x Skunk #1,Hybrid
Haze 19 x Skunk,Hybrid
K.C. 33 x Masterkush,Hybrid
Maroc x Afghan,Hybrid
Mixed Sativa,Hybrid
Northern Lights x Big Bud,Hybrid
Northern Lights x Haze,Hybrid
Northern Lights x Shiva,Hybrid
Heaven,Hybrid
Purpurea Ticinensis,Hybrid
Magic Bud,Hybrid
Sativa Spirit,Hybrid
8-K x G13,Hybrid
Alaskan Matanuska x G13,Hybrid
Blueberry x Northern Lights x G-13,Hybrid
Boiling Brain x G-13,Hybrid
Double Widow x G-13,Hybrid
Federation Romulan x Orange Crush x G-13,Hybrid
G13 x G13,Hybrid
Jacks Cleaner x Grapefruit x G13,Hybrid
Licorice Orange Crush x Hashplant x G13,Hybrid
Orange Widow x G13,Hybrid
Hindu Kush x Amsterdam Flame,Hybrid
Hindu Kush x Big Skunk Korean,Hybrid
Hindu Kush x Black Domina,Hybrid
Hindu Kush x Bubbleberry,Hybrid
Hindu Kush x Citral 3,Hybrid
Hindu Kush x Critical Mass,Hybrid
Hindu Kush x Durga Mata,Hybrid
Hindu Kush x Early Skunk,Hybrid
Hindu Kush x Hash Plant,Hybrid
Hindu Kush x Kryptomania,Hybrid
Hindu Kush x Masterkush,Hybrid
Hindu Kush x Nebula,Hybrid
Hindu Kush x Power Skunk,Hybrid
Hindu Kush x Product 19,Hybrid
Hindu Kush x Skunk 11,Hybrid
Hindu Kush x White Giant,Hybrid
Hindu Kush x White Giant 2,Hybrid
Hindu Kush x White Widow,Hybrid
NL x Shiva x Citral,Hybrid
Shiva x Northern Lights,Hybrid
Acapulco Gold x Highland Nepalese,Hybrid
Alien Cake,Hybrid
WiPie,Hybrid
Blackberry Cheesecake Cookies,Hybrid
Orangatang Cookies,Hybrid
Circus Peanut,Hybrid
MontucKush,Hybrid
Space Ace,Hybrid
Smurfzilla,Hybrid
Amstel Gold x Blackseed,Hybrid
BC Mango,Hybrid
Blackseed,Hybrid
Blueberry Sativa,Hybrid
Burmese Delight,Hybrid
Burmese x Cambodian,Hybrid
Cambodian Landrace,Hybrid
Charles Kush,Hybrid
Double Afghan Slam,Hybrid
Early Outdoor Cambodian,Hybrid
Early Island Indica,Hybrid
Early Island Indica x Early Pearl,Hybrid
Early Island Indica x Northern White,Hybrid
Early Island Indica x Thunderbud,Hybrid
Early Island Indica x Timewarp Twister,Hybrid
El Diablo,Hybrid
Full Melt Madness,Hybrid
G13 x Burmese,Hybrid
Humboldt Select,Hybrid
Kodiak Gold Thunderfuck,Hybrid
Love Potion #1 x Nigerian,Hybrid
Newberry,Hybrid
Nigerian Nightmare,Hybrid
Nigerian x Burmese,Hybrid
NL #5 x Opt,Hybrid
Oakland Indica,Hybrid
Oregon Purple Thai x Blueberry Sativa,Hybrid
Petrolia Headstash 2,Hybrid
Pink Kush x Blackseed,Hybrid
Purple Pineberry,Hybrid
Champagne (Reeferman),Hybrid
Romulan x Blueberry Sativa,Hybrid
Tajikistani Landrace,Hybrid
Tajikistani x Headstash,Hybrid
Timewarp x Headstash,Hybrid
Tropical Timewarp,Hybrid
Turkish Landrace,Hybrid
Wakeford II,Hybrid
Apollo 11 Select,Hybrid
East Coast Sour Diesel v3 (ECSD),Hybrid
Princess Diesel,Hybrid
Sour Diesel Bx 1.5,Hybrid
Super Silver Sour Diesel Haze,Hybrid
Blueberry Bud,Hybrid
Early Riser,Hybrid
Flow,Hybrid
Purple Pineapple Mist,Hybrid
Stuporsonic,Hybrid
Western Winds,Hybrid
Cannabis Sativa Slang,Hybrid
Eldorado,Hybrid
Paia Hawaiiana,Hybrid
Packalolo,Hybrid
Sativa Mexicana,Hybrid
Sweet Sativa Special,Hybrid
Guava #1,Hybrid
Jack Flash x Super Skunk,Hybrid
Ozghani,Hybrid
OzGum,Hybrid
Durban Skunk,Hybrid
Hindu Kush Skunk,Hybrid
American Dream,Hybrid
First Lady,Hybrid
Four-Way,Hybrid
G13 x Hash Plant,Hybrid
Marleys Colley,Hybrid
Ruderalis Indica,Hybrid
Ruderalis Skunk,Hybrid
Big Kahuna,Hybrid
Haze Heaven,Hybrid
Kilimanjaro (Soma 1+),Hybrid
Lavender (Soma #10),Hybrid
Rock Bud (Soma A+),Hybrid
Somango (Soma #5),Hybrid
303 OG Kush,Hybrid
Apollo 11 x Green Giant,Hybrid
Apollo 11 x Ice Princess,Hybrid
Apollo 11 x Matanuska Thunderfuck,Hybrid
Green Giant x Matanuska Thunderfuck,Hybrid
Ice Princess x Endless Sky,Hybrid
Moonshine Rocket Fuel,Hybrid
Shishkeberry #3,Hybrid
Sweet Blue,Hybrid
Sweet Tooth #3,Hybrid
Sub Zero,Hybrid
Dr. Smurf,Hybrid
Money Berry,Hybrid
Smurf Berry,Hybrid
Element 9,Hybrid
Citrix,Hybrid
Sour Saturn OG,Hybrid
Purple Eclipse (The Vault Genetics),Hybrid
Colorado Kush,Hybrid
Purple Eclipse,Hybrid
Sweet Tooth #4,Hybrid
A-13 x Black Russian,Hybrid
Grapefruit Bowl,Hybrid
Gumtree,Hybrid
Haze #5,Hybrid
Haze Skunk,Hybrid
Haze #2,Hybrid
Hells Angel OG,Hybrid
Mango #2,Hybrid
Honeymoon,Hybrid
Kal-X,Hybrid
Skunk XXX,Hybrid
Bambata,Hybrid
Shulam,Hybrid
Red Valais,Hybrid
Walliser Queen,Hybrid
Bleu Berries,Hybrid
Double Gum,Hybrid
Easy Rider,Hybrid
Agent Blue,Hybrid
Big Buddha,Hybrid
Kerkovian,Hybrid
Pure Light,Hybrid
Skunk Star,Hybrid
Sweet Thai,Hybrid
White Gold,Hybrid
White Heaven,Hybrid
XXXTra Skunk,Hybrid
Thai Stick,Hybrid
Ppp,Hybrid
Purple Widow,Hybrid
Mountain Mist,Hybrid
Amsterdam Indica,Hybrid
Aussi Blues,Hybrid
Azura,Hybrid
Bob Marley Sativa,Hybrid
California Skunk,Hybrid
Caramelicious,Hybrid
Charas,Hybrid
Crystal Rain,Hybrid
Dutch Dope,Hybrid
First Girl,Hybrid
The Forbidden Fruit,Hybrid
Hawaii Skunk,Hybrid
Mary Juanita,Hybrid
Masterkush x Northern Light,Hybrid
Northern Light x Big Bud,Hybrid
Super Nova,Hybrid
